split,rel_path,abs_path,width,height,aspect_ratio
train,train/herbarium/119986/193661.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\119986\193661.jpg,782,1024,0.764
train,train/herbarium/119986/193631.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\119986\193631.jpg,774,1024,0.756
train,train/herbarium/119986/193434.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\119986\193434.jpg,683,1024,0.667
train,train/herbarium/119986/193540.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\119986\193540.jpg,767,1024,0.749
train,train/herbarium/119986/193677.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\119986\193677.jpg,770,1024,0.752
train,train/herbarium/119986/193730.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\119986\193730.jpg,713,1024,0.696
train,train/herbarium/119986/193538.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\119986\193538.jpg,774,1024,0.756
train,train/herbarium/119986/193425.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\119986\193425.jpg,683,1024,0.667
train,train/herbarium/119986/193549.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\119986\193549.jpg,776,1024,0.758
train,train/herbarium/119986/193567.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\119986\193567.jpg,770,1024,0.752
train,train/herbarium/120497/284739.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284739.jpg,664,1024,0.648
train,train/herbarium/120497/284719.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284719.jpg,657,1024,0.642
train,train/herbarium/120497/284723.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284723.jpg,650,1024,0.635
train,train/herbarium/120497/284720.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284720.jpg,657,1024,0.642
train,train/herbarium/120497/284750.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284750.jpg,770,1024,0.752
train,train/herbarium/120497/284748.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284748.jpg,659,1024,0.644
train,train/herbarium/120497/284718.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284718.jpg,654,1024,0.639
train,train/herbarium/120497/284721.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284721.jpg,655,1024,0.64
train,train/herbarium/120497/284737.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284737.jpg,661,1024,0.646
train,train/herbarium/120497/284745.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284745.jpg,660,1024,0.645
train,train/herbarium/120497/284715.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284715.jpg,698,1024,0.682
train,train/herbarium/120497/284746.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284746.jpg,650,1024,0.635
train,train/herbarium/120497/284751.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284751.jpg,768,1024,0.75
train,train/herbarium/120497/284714.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284714.jpg,698,1024,0.682
train,train/herbarium/120497/284717.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284717.jpg,663,1024,0.647
train,train/herbarium/120497/284749.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284749.jpg,767,1024,0.749
train,train/herbarium/120497/284733.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284733.jpg,669,1024,0.653
train,train/herbarium/120497/284753.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284753.jpg,771,1024,0.753
train,train/herbarium/120497/284735.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284735.jpg,656,1024,0.641
train,train/herbarium/120497/284738.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284738.jpg,657,1024,0.642
train,train/herbarium/120497/284731.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284731.jpg,659,1024,0.644
train,train/herbarium/120497/284740.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284740.jpg,657,1024,0.642
train,train/herbarium/120497/284743.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284743.jpg,663,1024,0.647
train,train/herbarium/120497/284741.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284741.jpg,657,1024,0.642
train,train/herbarium/120497/284744.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284744.jpg,648,1024,0.633
train,train/herbarium/120497/284752.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284752.jpg,774,1024,0.756
train,train/herbarium/120497/284722.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284722.jpg,654,1024,0.639
train,train/herbarium/120497/284727.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284727.jpg,658,1024,0.643
train,train/herbarium/120497/284747.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284747.jpg,658,1024,0.643
train,train/herbarium/120497/284724.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\120497\284724.jpg,658,1024,0.643
train,train/herbarium/121841/86526.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86526.jpg,776,1024,0.758
train,train/herbarium/121841/86508.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86508.jpg,667,1024,0.651
train,train/herbarium/121841/86421.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86421.jpg,683,1024,0.667
train,train/herbarium/121841/86557.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86557.jpg,873,1024,0.853
train,train/herbarium/121841/86384.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86384.jpg,683,1024,0.667
train,train/herbarium/121841/86452.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86452.jpg,661,1024,0.646
train,train/herbarium/121841/86499.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86499.jpg,658,1024,0.643
train,train/herbarium/121841/86510.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86510.jpg,645,1024,0.63
train,train/herbarium/121841/86449.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86449.jpg,661,1024,0.646
train,train/herbarium/121841/86435.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86435.jpg,687,1024,0.671
train,train/herbarium/121841/86439.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86439.jpg,655,1024,0.64
train,train/herbarium/121841/86473.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86473.jpg,654,1024,0.639
train,train/herbarium/121841/86419.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86419.jpg,683,1024,0.667
train,train/herbarium/121841/86455.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86455.jpg,665,1024,0.649
train,train/herbarium/121841/86461.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86461.jpg,636,1024,0.621
train,train/herbarium/121841/86464.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86464.jpg,658,1024,0.643
train,train/herbarium/121841/86405.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86405.jpg,683,1024,0.667
train,train/herbarium/121841/86392.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86392.jpg,683,1024,0.667
train,train/herbarium/121841/86564.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86564.jpg,772,1024,0.754
train,train/herbarium/121841/86471.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86471.jpg,720,1024,0.703
train,train/herbarium/121841/86413.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86413.jpg,683,1024,0.667
train,train/herbarium/121841/86465.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86465.jpg,673,1024,0.657
train,train/herbarium/121841/86388.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86388.jpg,683,1024,0.667
train,train/herbarium/121841/86440.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86440.jpg,665,1024,0.649
train,train/herbarium/121841/86434.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86434.jpg,683,1024,0.667
train,train/herbarium/121841/86516.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86516.jpg,683,1024,0.667
train,train/herbarium/121841/86442.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86442.jpg,655,1024,0.64
train,train/herbarium/121841/86409.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86409.jpg,683,1024,0.667
train,train/herbarium/121841/86544.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86544.jpg,771,1024,0.753
train,train/herbarium/121841/86487.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86487.jpg,661,1024,0.646
train,train/herbarium/121841/86555.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86555.jpg,775,1024,0.757
train,train/herbarium/121841/86453.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86453.jpg,666,1024,0.65
train,train/herbarium/121841/86527.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86527.jpg,774,1024,0.756
train,train/herbarium/121841/86562.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86562.jpg,683,1024,0.667
train,train/herbarium/121841/86399.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86399.jpg,683,1024,0.667
train,train/herbarium/121841/86443.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86443.jpg,662,1024,0.646
train,train/herbarium/121841/86389.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86389.jpg,683,1024,0.667
train,train/herbarium/121841/86417.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86417.jpg,683,1024,0.667
train,train/herbarium/121841/86468.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86468.jpg,669,1024,0.653
train,train/herbarium/121841/86563.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\121841\86563.jpg,782,1024,0.764
train,train/herbarium/125412/86683.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86683.jpg,683,1024,0.667
train,train/herbarium/125412/86845.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86845.jpg,779,1024,0.761
train,train/herbarium/125412/86741.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86741.jpg,654,1024,0.639
train,train/herbarium/125412/86778.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86778.jpg,783,1024,0.765
train,train/herbarium/125412/86822.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86822.jpg,777,1024,0.759
train,train/herbarium/125412/86670.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86670.jpg,683,1024,0.667
train,train/herbarium/125412/86883.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86883.jpg,780,1024,0.762
train,train/herbarium/125412/86875.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86875.jpg,770,1024,0.752
train,train/herbarium/125412/86853.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86853.jpg,774,1024,0.756
train,train/herbarium/125412/86827.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86827.jpg,774,1024,0.756
train,train/herbarium/125412/86751.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86751.jpg,662,1024,0.646
train,train/herbarium/125412/86932.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86932.jpg,767,1024,0.749
train,train/herbarium/125412/86919.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86919.jpg,775,1024,0.757
train,train/herbarium/125412/86696.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86696.jpg,683,1024,0.667
train,train/herbarium/125412/86886.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86886.jpg,782,1024,0.764
train,train/herbarium/125412/86957.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86957.jpg,776,1024,0.758
train,train/herbarium/125412/86779.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86779.jpg,771,1024,0.753
train,train/herbarium/125412/86672.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86672.jpg,683,1024,0.667
train,train/herbarium/125412/86789.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86789.jpg,769,1024,0.751
train,train/herbarium/125412/86952.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86952.jpg,772,1024,0.754
train,train/herbarium/125412/86904.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86904.jpg,774,1024,0.756
train,train/herbarium/125412/86723.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86723.jpg,517,1024,0.505
train,train/herbarium/125412/86905.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86905.jpg,775,1024,0.757
train,train/herbarium/125412/86678.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86678.jpg,683,1024,0.667
train,train/herbarium/125412/86776.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86776.jpg,770,1024,0.752
train,train/herbarium/125412/86726.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86726.jpg,692,1024,0.676
train,train/herbarium/125412/86819.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86819.jpg,780,1024,0.762
train,train/herbarium/125412/86704.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86704.jpg,683,1024,0.667
train,train/herbarium/125412/86669.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86669.jpg,683,1024,0.667
train,train/herbarium/125412/86868.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86868.jpg,778,1024,0.76
train,train/herbarium/125412/86841.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86841.jpg,781,1024,0.763
train,train/herbarium/125412/86795.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86795.jpg,777,1024,0.759
train,train/herbarium/125412/86935.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86935.jpg,778,1024,0.76
train,train/herbarium/125412/86750.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86750.jpg,660,1024,0.645
train,train/herbarium/125412/86712.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86712.jpg,683,1024,0.667
train,train/herbarium/125412/86733.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86733.jpg,651,1024,0.636
train,train/herbarium/125412/86850.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86850.jpg,772,1024,0.754
train,train/herbarium/125412/86913.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86913.jpg,767,1024,0.749
train,train/herbarium/125412/86865.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86865.jpg,779,1024,0.761
train,train/herbarium/125412/86680.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\125412\86680.jpg,683,1024,0.667
train,train/herbarium/126895/87299.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87299.jpg,654,1024,0.639
train,train/herbarium/126895/87129.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87129.jpg,705,1024,0.688
train,train/herbarium/126895/87336.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87336.jpg,659,1024,0.644
train,train/herbarium/126895/86986.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\86986.jpg,683,1024,0.667
train,train/herbarium/126895/87232.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87232.jpg,665,1024,0.649
train,train/herbarium/126895/87177.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87177.jpg,656,1024,0.641
train,train/herbarium/126895/87090.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87090.jpg,698,1024,0.682
train,train/herbarium/126895/87382.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87382.jpg,683,1024,0.667
train,train/herbarium/126895/87354.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87354.jpg,668,1024,0.652
train,train/herbarium/126895/87002.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87002.jpg,698,1024,0.682
train,train/herbarium/126895/86972.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\86972.jpg,683,1024,0.667
train,train/herbarium/126895/87275.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87275.jpg,663,1024,0.647
train,train/herbarium/126895/87185.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87185.jpg,655,1024,0.64
train,train/herbarium/126895/87370.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87370.jpg,656,1024,0.641
train,train/herbarium/126895/87353.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87353.jpg,655,1024,0.64
train,train/herbarium/126895/87300.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87300.jpg,661,1024,0.646
train,train/herbarium/126895/87030.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87030.jpg,698,1024,0.682
train,train/herbarium/126895/87039.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87039.jpg,698,1024,0.682
train,train/herbarium/126895/87253.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87253.jpg,659,1024,0.644
train,train/herbarium/126895/87085.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87085.jpg,683,1024,0.667
train,train/herbarium/126895/87148.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87148.jpg,642,1024,0.627
train,train/herbarium/126895/87367.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87367.jpg,658,1024,0.643
train,train/herbarium/126895/87175.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87175.jpg,726,1024,0.709
train,train/herbarium/126895/87100.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87100.jpg,710,1024,0.693
train,train/herbarium/126895/87191.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87191.jpg,662,1024,0.646
train,train/herbarium/126895/87074.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87074.jpg,698,1024,0.682
train,train/herbarium/126895/87396.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87396.jpg,872,1024,0.852
train,train/herbarium/126895/87112.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87112.jpg,710,1024,0.693
train,train/herbarium/126895/87154.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87154.jpg,661,1024,0.646
train,train/herbarium/126895/87136.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87136.jpg,651,1024,0.636
train,train/herbarium/126895/87038.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87038.jpg,698,1024,0.682
train,train/herbarium/126895/87165.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87165.jpg,709,1024,0.692
train,train/herbarium/126895/87027.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87027.jpg,698,1024,0.682
train,train/herbarium/126895/87172.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87172.jpg,646,1024,0.631
train,train/herbarium/126895/87395.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87395.jpg,872,1024,0.852
train,train/herbarium/126895/87199.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87199.jpg,661,1024,0.646
train,train/herbarium/126895/87363.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87363.jpg,653,1024,0.638
train,train/herbarium/126895/87079.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87079.jpg,698,1024,0.682
train,train/herbarium/126895/87041.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87041.jpg,698,1024,0.682
train,train/herbarium/126895/87400.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\126895\87400.jpg,683,1024,0.667
train,train/herbarium/127007/87493.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\127007\87493.jpg,698,1024,0.682
train,train/herbarium/127007/87561.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\127007\87561.jpg,683,1024,0.667
train,train/herbarium/127007/87476.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\127007\87476.jpg,698,1024,0.682
train,train/herbarium/127007/87596.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\127007\87596.jpg,872,1024,0.852
train,train/herbarium/127007/87416.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\127007\87416.jpg,683,1024,0.667
train,train/herbarium/127007/87559.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\127007\87559.jpg,692,1024,0.676
train,train/herbarium/127007/87576.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\127007\87576.jpg,683,1024,0.667
train,train/herbarium/127007/87599.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\127007\87599.jpg,683,1024,0.667
